timestamp_ms,frame,dataset,face_det_ms,gaze_est_ms,blink_det_ms,num_faces,pitch_deg,yaw_deg,ear,blink_rate_bps,engagement_score,engagement_level
1759953401351,1,,95.71480751037598,187.67499923706055,16.07823371887207,1,-1.0556488037109375,2.9255828857421875,27.577571184073093,0.0,100.0,1
1759953401739,2,,126.55282020568848,15.556812286376953,10.055065155029297,1,-0.4116668701171875,0.014129638671875,27.380400825910655,0.0,100.0,1
1759953401941,3,,113.49892616271973,9.029865264892578,10.050773620605469,1,-1.3012542724609375,-1.5770263671875,28.066660806180018,0.0,100.0,1
1759953402115,4,,119.09246444702148,21.073102951049805,10.043144226074219,1,0.02642822265625,-0.720458984375,27.97975971208403,0.0,100.0,1
1759953402296,5,,133.11314582824707,12.038469314575195,9.033441543579102,1,1.3492584228515625,-2.2471466064453125,27.239429253429503,0.0,100.0,1
1759953402487,6,,128.07106971740723,10.036706924438477,7.536649703979492,1,-0.4752655029296875,3.07623291015625,27.607273715219137,0.0,100.0,1
1759953402674,7,,118.46923828125,10.033130645751953,8.028030395507812,1,-1.6139984130859375,2.5586395263671875,26.959279406668564,0.0,100.0,1
1759953402848,8,,121.99616432189941,16.048431396484375,7.520914077758789,1,-0.859375,-0.782501220703125,26.75916318920586,0.0,100.0,1
1759953403026,9,,97.39232063293457,9.018421173095703,9.035825729370117,1,-1.3294830322265625,0.5457000732421875,26.905820130342534,0.0,100.0,1
1759953403175,10,,99.89786148071289,11.530399322509766,7.023334503173828,1,-1.9346923828125,-1.6776275634765625,26.895105321549448,0.0,100.0,1
1759953403328,11,,122.0393180847168,8.044242858886719,9.030342102050781,1,-2.0719757080078125,-6.9744720458984375,25.535658711993364,0.0,100.0,1
1759953403505,12,,112.51592636108398,14.551401138305664,9.03630256652832,1,0.3397064208984375,-18.681045532226562,24.18878518500987,0.0,96.8416876048223,1
1759953403676,13,,100.93522071838379,17.041444778442383,8.075714111328125,1,-1.0622100830078125,-18.61322021484375,23.711186139730625,0.0,92.85514328038016,1
1759953403833,14,,146.2533473968506,22.05801010131836,6.522655487060547,1,3.575653076171875,-27.010528564453125,24.225124664209044,0.0,88.67950201917839,1
1759953404041,15,,133.1937313079834,15.047073364257812,13.555765151977539,1,-0.079132080078125,-29.504196166992188,25.066980100679082,0.0,84.62235158114055,1
1759953404243,16,,119.99773979187012,11.047124862670898,8.535623550415039,1,3.0433349609375,-31.012115478515625,25.98179671404598,0.0,80.8295716741375,1
1759953404418,17,,128.21292877197266,12.56561279296875,7.523775100708008,1,-2.0597686767578125,-34.5985107421875,26.80987872882839,0.0,77.3604513232012,1
1759953404608,18,,109.06648635864258,10.026216506958008,7.532596588134766,1,-4.882965087890625,-36.68267822265625,27.496604318842635,0.0,74.22732779711014,2
1759953404773,19,,101.52339935302734,9.034872055053711,7.036447525024414,1,-0.5264892578125,-36.99650573730469,28.417541016443536,0.0,71.4178142412465,2
1759953404925,20,,92.94843673706055,11.047124862670898,6.521940231323242,1,0.1082611083984375,-39.819061279296875,28.764390817998013,0.0,68.90750765755269,2
1759953405070,21,,97.45097160339355,9.02557373046875,5.515336990356445,1,-4.553375244140625,-41.796539306640625,29.301888351036446,0.0,66.66723007980073,2
1759953405217,22,,94.40493583679199,13.02957534790039,6.5212249755859375,1,-6.248199462890625,-38.60235595703125,28.750185874732487,0.0,64.6670610558605,2
1759953405406,23,,118.75200271606445,11.039972305297852,10.051965713500977,1,-6.026702880859375,-36.92527770996094,29.391150841852518,0.0,62.878475271343376,2
1759953405598,24,,226.50694847106934,14.54615592956543,10.039329528808594,1,-4.710113525390625,-38.97758483886719,28.983528982753686,0.0,61.275367504165004,2
1759953405895,25,,99.98202323913574,9.031295776367188,6.006717681884766,1,-7.67877197265625,-39.73493957519531,28.838875078140255,0.0,59.83443557787769,2
1759953406050,26,,110.04114151000977,17.067670822143555,7.029056549072266,1,-7.581512451171875,-40.402008056640625,29.38068950062243,0.0,58.53520507866858,2
1759953406221,27,,109.1012954711914,9.530067443847656,8.04281234741211,1,-4.6269989013671875,-42.207122802734375,29.283153582335352,0.0,57.359865963640985,2
1759953406393,28,,105.6218147277832,8.534669876098633,6.523609161376953,1,-7.6510009765625,-37.743072509765625,29.99213667468209,0.0,56.29302167501068,2
1759953406566,29,,133.74829292297363,29.14142608642578,9.550809860229492,1,-4.433258056640625,-40.44891357421875,29.11322543032611,0.0,55.321408838823956,2
1759953406773,30,,143.7547206878662,8.534669876098633,8.057117462158203,1,-5.212615966796875,-38.226348876953125,29.89519444545849,0.0,54.43361972821658,2
1759953406977,31,,98.47784042358398,10.040521621704102,6.536245346069336,1,-1.6146240234375,-38.44081115722656,29.73885302920529,0.0,53.61984407281135,2
1759953407135,32,,105.50928115844727,10.027408599853516,5.523443222045898,1,-4.8001556396484375,-37.11714172363281,29.245538064073813,0.0,52.87163757217344,2
1759953407307,33,,150.32482147216797,11.53254508972168,7.541656494140625,1,3.010223388671875,-35.10163879394531,28.678748950760422,0.0,52.181719175775214,2
1759953407527,34,,127.13766098022461,11.031627655029297,7.53021240234375,1,1.449493408203125,-38.824188232421875,28.927596876397683,0.0,51.54379629588026,2
1759953407715,35,,130.1741600036621,10.058403015136719,8.031606674194336,1,-0.5667724609375,-33.442718505859375,29.183009783065394,0.0,50.95241566838386,2
1759953407920,36,,186.10477447509766,14.54782485961914,12.059450149536133,1,-4.160003662109375,-36.51731872558594,29.165487810656284,0.0,50.40283697590586,2
1759953408170,37,,126.15776062011719,21.588802337646484,9.056329727172852,1,0.68994140625,-42.877288818359375,28.20208821526693,0.0,49.890926230384736,3
1759953408375,38,,111.5577220916748,20.06244659423828,6.534337997436523,1,0.631561279296875,-39.282135009765625,29.63244375730333,0.0,49.41306605501446,3
1759953408545,39,,112.56027221679688,10.029315948486328,9.043455123901367,1,3.477508544921875,-38.9296875,28.442759772323885,0.0,48.966080273158695,3
1759953408718,40,,108.05535316467285,12.543916702270508,7.513761520385742,1,4.412750244140625,-44.84001159667969,29.150763889403983,0.0,48.54717052628732,3
1759953408891,41,,92.87118911743164,12.036561965942383,7.032155990600586,1,-7.32183837890625,-41.615478515625,29.555428549401448,0.0,48.15386295992527,3
1759953409048,42,,97.01800346374512,8.031129837036133,7.512092590332031,1,-6.3200836181640625,-39.9271240234375,30.10137913380619,0.0,47.78396331300206,3
1759953409207,43,,96.43745422363281,7.526636123657227,6.539106369018555,1,-6.4304046630859375,-40.11018371582031,29.47020333592004,0.0,47.43551901129302,3
1759953409364,44,,110.18109321594238,13.06009292602539,6.525516510009766,1,-2.676666259765625,-37.67515563964844,28.34338890134931,0.0,47.10678709655179,3
1759953409553,45,,122.7567195892334,8.043289184570312,7.030010223388672,1,-8.190521240234375,-46.10389709472656,29.872148578121195,0.0,46.79620702014442,3
1759953409740,46,,150.43044090270996,10.04648208618164,8.038997650146484,1,-9.168411254882812,-43.640869140625,29.919091709742005,0.0,46.50237749622954,3
1759953409961,47,,104.41112518310547,10.029315948486328,8.042573928833008,1,-10.7596435546875,-43.66889953613281,28.73043894697627,0.0,46.22403674836505,3
1759953410119,48,,101.48429870605469,10.025739669799805,6.515741348266602,1,-8.615325927734375,-42.11981201171875,29.894847993328614,0.0,45.960045598626536,3
1759953410276,49,,101.00531578063965,9.02414321899414,7.040739059448242,1,-8.98516845703125,-41.04156494140625,28.633071185155657,0.0,45.709372943496426,3
1759953410432,50,,98.0379581451416,12.043476104736328,7.032871246337891,1,-6.435760498046875,-40.9908447265625,28.609607533466612,0.0,45.47108323918254,3
1759953410588,51,,105.5915355682373,11.53421401977539,7.521152496337891,1,-8.316986083984375,-41.32646179199219,28.886823387990248,0.0,45.24432568349801,3
1759953410745,52,,108.04033279418945,7.527828216552734,7.5244903564453125,1,-1.9356536865234375,-36.89935302734375,29.595071800340214,0.0,45.02832483441838,3
1759953410902,53,,101.99904441833496,8.033037185668945,6.032466888427734,1,-6.759246826171875,-42.627716064453125,28.99251779396169,0.0,44.82237244897535,3
1759953411060,54,,96.99034690856934,9.024381637573242,5.533456802368164,1,-5.73785400390625,-40.09754943847656,29.0962743172213,0.0,44.62582036195702,3
1759953411202,55,,94.46597099304199,7.526636123657227,7.014036178588867,1,-3.9351806640625,-37.71315002441406,29.661256030597684,0.0,44.43807425336991,3
1759953411343,56,,99.98679161071777,8.034944534301758,7.52568244934082,1,-7.8143157958984375,-42.8072509765625,29.159293040006528,0.0,44.25858817793533,3
1759953411501,57,,95.48163414001465,9.026765823364258,6.022930145263672,1,-7.943695068359375,-38.500335693359375,29.5569325142154,0.0,44.08685974998589,3
1759953411641,58,,92.86284446716309,8.02469253540039,7.032155990600586,1,-6.404815673828125,-40.305450439453125,29.527674633060258,0.0,43.922425893769,3
1759953411784,59,,92.86761283874512,8.018970489501953,7.01451301574707,1,-9.485885620117188,-40.03924560546875,28.992727236651163,0.0,43.76485908297876,3
1759953411925,60,,86.3332748413086,7.518529891967773,7.02977180480957,1,-6.253173828125,-36.6226806640625,29.32983637411072,0.0,43.61376400483635,3
1759953412066,61,,92.8640365600586,7.025718688964844,7.030725479125977,1,-7.1616058349609375,-38.3466796875,28.677222778646676,0.0,43.46877459363621,3
1759953412207,62,,91.35007858276367,7.51185417175293,6.51860237121582,1,-4.959442138671875,-35.57196044921875,28.57190697760811,0.0,43.32955138670786,3
1759953412348,63,,89.83850479125977,7.512569427490234,6.516218185424805,1,-6.3272705078125,-38.10987854003906,29.151312899123834,0.0,43.195779162485714,3
1759953412489,64,,89.88547325134277,7.528781890869141,6.515979766845703,1,-4.571990966796875,-38.49650573730469,28.94329943454681,0.0,43.067164826055695,3
1759953412630,65,,97.95355796813965,8.53872299194336,7.528066635131836,1,-6.79815673828125,-32.65260314941406,28.940274901168927,0.0,42.943435512339796,3
