timestamp_ms,frame,face_det_ms,gaze_est_ms,blink_det_ms,num_faces,pitch_deg,yaw_deg,ear,blink_rate_bps,engagement_score,engagement_level
1760267585895,1,101.00054740905762,234.9998950958252,14.994382858276367,1,-1.0556488037109375,2.9255828857421875,27.577571184073093,0.0,100.0,1
1760267586345,2,102.96130180358887,17.001867294311523,10.035991668701172,1,-0.4116668701171875,0.014129638671875,27.380400825910655,0.0,100.0,1
1760267586515,3,97.00512886047363,7.996320724487305,5.991220474243164,1,-1.3012542724609375,-1.5770263671875,28.066660806180018,0.0,100.0,1
1760267586661,4,95.99924087524414,15.998601913452148,6.999015808105469,1,0.02642822265625,-0.720458984375,27.97975971208403,0.0,100.0,1
1760267586805,5,94.99621391296387,7.9975128173828125,7.005929946899414,1,1.3492584228515625,-2.2471466064453125,27.239429253429503,0.0,100.0,1
1760267586949,6,92.99993515014648,8.99958610534668,6.999492645263672,1,-0.4752655029296875,3.07623291015625,27.607273715219137,0.0,100.0,1
1760267587091,7,95.0007438659668,7.997751235961914,6.000757217407227,1,-1.6139984130859375,2.5586395263671875,26.959279406668564,0.0,100.0,1
1760267587236,8,94.00081634521484,9.997844696044922,7.0018768310546875,1,-0.859375,-0.782501220703125,26.75916318920586,0.0,100.0,1
1760267587380,9,90.00492095947266,8.996725082397461,8.000612258911133,1,-1.3294830322265625,0.5457000732421875,26.905820130342534,0.0,100.0,1
1760267587520,10,85.9978199005127,7.997274398803711,7.002592086791992,1,-1.9346923828125,-1.6776275634765625,26.895105321549448,0.0,100.0,1
1760267587655,11,90.00015258789062,6.9980621337890625,6.99925422668457,1,-2.0719757080078125,-6.9744720458984375,25.535658711993364,0.0,100.0,1
1760267587790,12,88.00005912780762,9.99760627746582,6.000757217407227,1,0.3397064208984375,-18.681045532226562,24.18878518500987,0.0,96.8416876048223,1
1760267587925,13,85.99996566772461,11.997222900390625,5.998134613037109,1,-1.0622100830078125,-18.61322021484375,23.711186139730625,0.0,92.85514328038016,1
1760267588058,14,88.99760246276855,15.998601913452148,6.999731063842773,1,3.575653076171875,-27.010528564453125,24.225124664209044,0.0,88.67950201917839,1
1760267588195,15,85.00456809997559,11.99960708618164,6.999969482421875,1,-0.079132080078125,-29.504196166992188,25.066980100679082,0.0,84.62235158114055,1
1760267588327,16,88.99760246276855,6.998300552368164,7.0018768310546875,1,3.0433349609375,-31.012115478515625,25.98179671404598,0.0,80.8295716741375,1
1760267588461,17,87.00180053710938,8.001089096069336,7.001638412475586,1,-2.0597686767578125,-34.5985107421875,26.80987872882839,0.0,77.3604513232012,1
1760267588595,18,89.99967575073242,7.99870491027832,6.000518798828125,1,-4.882965087890625,-36.68267822265625,27.496604318842635,0.0,74.22732779711014,2
1760267588733,19,88.00244331359863,8.998632431030273,4.997014999389648,1,-0.5264892578125,-36.99650573730469,28.417541016443536,0.0,71.4178142412465,2
1760267588865,20,75.00123977661133,8.999347686767578,6.999015808105469,1,0.1082611083984375,-39.819061279296875,28.764390817998013,0.0,68.90750765755269,2
1760267588986,21,89.99872207641602,8.996248245239258,5.9986114501953125,1,-4.553375244140625,-41.796539306640625,29.301888351036446,0.0,66.66723007980073,2
1760267589121,22,71.99883460998535,12.997865676879883,6.9980621337890625,1,-6.248199462890625,-38.60235595703125,28.750185874732487,0.0,64.6670610558605,2
1760267589241,23,92.00167655944824,7.998943328857422,4.999399185180664,1,-6.026702880859375,-36.92527770996094,29.391150841852518,0.0,62.878475271343376,2
1760267589378,24,85.00123023986816,7.996797561645508,6.999731063842773,1,-4.710113525390625,-38.97758483886719,28.983528982753686,0.0,61.275367504165004,2
1760267589510,25,86.99846267700195,6.998538970947266,6.999731063842773,1,-7.67877197265625,-39.73493957519531,28.838875078140255,0.0,59.83443557787769,2
1760267589644,26,86.99822425842285,15.996694564819336,5.99980354309082,1,-7.581512451171875,-40.402008056640625,29.38068950062243,0.0,58.53520507866858,2
1760267589776,27,88.99521827697754,7.996797561645508,6.001949310302734,1,-4.6269989013671875,-42.207122802734375,29.283153582335352,0.0,57.359865963640985,2
1760267589911,28,88.00053596496582,7.994413375854492,5.99980354309082,1,-7.6510009765625,-37.743072509765625,29.99213667468209,0.0,56.29302167501068,2
1760267590043,29,87.99982070922852,9.994268417358398,6.001949310302734,1,-4.433258056640625,-40.44891357421875,29.11322543032611,0.0,55.321408838823956,2
1760267590177,30,87.99958229064941,6.999969482421875,5.999088287353516,1,-5.212615966796875,-38.226348876953125,29.89519444545849,0.0,54.43361972821658,2
1760267590312,31,86.00068092346191,7.995367050170898,6.999969482421875,1,-1.6146240234375,-38.44081115722656,29.73885302920529,0.0,53.61984407281135,2
1760267590442,32,86.99798583984375,11.998653411865234,6.001710891723633,1,-4.8001556396484375,-37.11714172363281,29.245538064073813,0.0,52.87163757217344,2
1760267590574,33,83.9986801147461,6.997823715209961,5.998849868774414,1,3.010223388671875,-35.10163879394531,28.678748950760422,0.0,52.181719175775214,2
1760267590702,34,90.00015258789062,6.991863250732422,5.99980354309082,1,1.449493408203125,-38.824188232421875,28.927596876397683,0.0,51.54379629588026,2
1760267590836,35,73.99797439575195,7.997274398803711,6.000995635986328,1,-0.5667724609375,-33.442718505859375,29.183009783065394,0.0,50.95241566838386,2
1760267590953,36,88.99903297424316,10.995149612426758,6.002664566040039,1,-4.160003662109375,-36.51731872558594,29.165487810656284,0.0,50.40283697590586,2
1760267591087,37,83.9989185333252,10.996818542480469,5.999565124511719,1,0.68994140625,-42.877288818359375,28.20208821526693,0.0,49.890926230384736,3
1760267591215,38,85.00027656555176,16.001462936401367,5.999326705932617,1,0.631561279296875,-39.282135009765625,29.63244375730333,0.0,49.41306605501446,3
1760267591348,39,87.99982070922852,7.995367050170898,5.997896194458008,1,3.477508544921875,-38.9296875,28.442759772323885,0.0,48.966080273158695,3
1760267591480,40,88.99950981140137,10.999679565429688,5.997896194458008,1,4.412750244140625,-44.84001159667969,29.150763889403983,0.0,48.54717052628732,3
1760267591613,41,73.99916648864746,7.992982864379883,6.998300552368164,1,-7.32183837890625,-41.615478515625,29.555428549401448,0.0,48.15386295992527,3
1760267591733,42,88.99760246276855,5.997896194458008,5.998849868774414,1,-6.3200836181640625,-39.9271240234375,30.10137913380619,0.0,47.78396331300206,3
1760267591869,43,83.9991569519043,6.999015808105469,6.99925422668457,1,-6.4304046630859375,-40.11018371582031,29.47020333592004,0.0,47.43551901129302,3
1760267591997,44,84.00082588195801,7.997751235961914,5.999088287353516,1,-2.676666259765625,-37.67515563964844,28.34338890134931,0.0,47.10678709655179,3
1760267592125,45,88.99688720703125,7.999181747436523,6.00433349609375,1,-8.190521240234375,-46.10389709472656,29.872148578121195,0.0,46.79620702014442,3
1760267592259,46,92.99993515014648,8.995532989501953,5.99980354309082,1,-9.168411254882812,-43.640869140625,29.919091709742005,0.0,46.50237749622954,3
1760267592397,47,88.99879455566406,6.995439529418945,5.998134613037109,1,-10.7596435546875,-43.66889953613281,28.73043894697627,0.0,46.22403674836505,3
